Name,Category,Film,Win_Oscar?,Year_Ceremony,Gender,Race or Ethnicity,Sexual orientation,Religion,Age
Bette Midler,ACTRESS,For the Boys,False,1992,Female,White,Straight,Jewish,40
Susan Sarandon,ACTRESS,Thelma & Louise,False,1992,Female,White,Straight,Roman Catholic,40
Diane Ladd,ACTRESS IN A SUPPORTING ROLE,Rambling Rose,False,1992,Female,White,Straight,Roman Catholic,40
Juliette Lewis,ACTRESS IN A SUPPORTING ROLE,Cape Fear,False,1992,Female,White,Straight,Scientology,10
Kate Nelligan,ACTRESS IN A SUPPORTING ROLE,The Prince of Tides,False,1992,Female,White,Straight,Na,40
Mercedes Ruehl,ACTRESS IN A SUPPORTING ROLE,The Fisher King,True,1992,Female,Hispanic,Straight,Roman Catholic,40
Jessica Tandy,ACTRESS IN A SUPPORTING ROLE,Fried Green Tomatoes,False,1992,Female,White,Straight,Na,80
John Singleton,DIRECTING,Boyz N the Hood,False,1992,Male,Black,Straight,Na,20
Barry Levinson,DIRECTING,Bugsy,False,1992,Male,White,Straight,Jewish,40
Oliver Stone,DIRECTING,JFK,False,1992,Male,White,Straight,Atheist,40
Jonathan Demme,DIRECTING,The Silence of the Lambs,True,1992,Male,White,Straight,Na,40
Ridley Scott,DIRECTING,Thelma & Louise,False,1992,Male,White,Straight,Agnostic,50
Robert Downey Jr.,ACTOR,Chaplin,False,1993,Male,White,Straight,Na,20
Clint Eastwood,ACTOR,Unforgiven,False,1993,Male,White,Straight,Na,60
Al Pacino,ACTOR,Scent of a Woman,True,1993,Male,White,Straight,Roman Catholic,50
Stephen Rea,ACTOR,The Crying Game,False,1993,Male,White,Straight,Na,40
Denzel Washington,ACTOR,Malcolm X,False,1993,Male,Black,Straight,Protestant,30
Jaye Davidson,ACTOR IN A SUPPORTING ROLE,The Crying Game,False,1993,Male,Multiracial,Gay,Na,20
Gene Hackman,ACTOR IN A SUPPORTING ROLE,Unforgiven,True,1993,Male,White,Straight,Na,60
Jack Nicholson,ACTOR IN A SUPPORTING ROLE,A Few Good Men,False,1993,Male,White,Straight,Atheist,50
Al Pacino,ACTOR IN A SUPPORTING ROLE,Glengarry Glen Ross,False,1993,Male,White,Straight,Roman Catholic,50
David Paymer,ACTOR IN A SUPPORTING ROLE,Mr. Saturday Night,False,1993,Male,White,Straight,Jewish,30
Catherine Deneuve,ACTRESS,Indochine,False,1993,Female,White,Straight,Roman Catholic,40
Mary McDonnell,ACTRESS,Passion Fish,False,1993,Female,White,Straight,Na,40
Michelle Pfeiffer,ACTRESS,Love Field,False,1993,Female,White,Straight,Na,30
Susan Sarandon,ACTRESS,Lorenzo's Oil,False,1993,Female,White,Straight,Roman Catholic,40
Emma Thompson,ACTRESS,Howards End,True,1993,Female,White,Straight,Na,30
Judy Davis,ACTRESS IN A SUPPORTING ROLE,Husbands and Wives,False,1993,Female,White,Straight,Na,30
Joan Plowright,ACTRESS IN A SUPPORTING ROLE,Enchanted April,False,1993,Female,White,Straight,Na,60
Vanessa Redgrave,ACTRESS IN A SUPPORTING ROLE,Howards End,False,1993,Female,White,Straight,Na,50
Miranda Richardson,ACTRESS IN A SUPPORTING ROLE,Damage,False,1993,Female,White,Na,Na,30
Marisa Tomei,ACTRESS IN A SUPPORTING ROLE,My Cousin Vinny,True,1993,Female,White,Straight,Na,20
Neil Jordan,DIRECTING,The Crying Game,False,1993,Male,White,Straight,Atheist,40
James Ivory,DIRECTING,Howards End,False,1993,Male,White,Gay,Na,60
Robert Altman,DIRECTING,The Player,False,1993,Male,White,Straight,Atheist,60
Martin Brest,DIRECTING,Scent of a Woman,False,1993,Male,White,Na,Na,40
Clint Eastwood,DIRECTING,Unforgiven,True,1993,Male,White,Straight,Na,60
Daniel Day-Lewis,ACTOR,In the Name of the Father,False,1994,Male,White,Straight,Na,30
Laurence Fishburne,ACTOR,What's Love Got to Do with It,False,1994,Male,Black,Straight,Na,30
Tom Hanks,ACTOR,Philadelphia,True,1994,Male,White,Straight,Born-Again Christian,30
Anthony Hopkins,ACTOR,The Remains of the Day,False,1994,Male,White,Straight,Na,50
Liam Neeson,ACTOR,Schindler's List,False,1994,Male,White,Straight,Roman Catholic,40
Leonardo DiCaprio,ACTOR IN A SUPPORTING ROLE,What's Eating Gilbert Grape,False,1994,Male,White,Straight,Na,10
Ralph Fiennes,ACTOR IN A SUPPORTING ROLE,Schindler's List,False,1994,Male,White,Straight,Na,30
Tommy Lee Jones,ACTOR IN A SUPPORTING ROLE,The Fugitive,True,1994,Male,White,Straight,Na,40
John Malkovich,ACTOR IN A SUPPORTING ROLE,In the Line of Fire,False,1994,Male,White,Straight,Atheist,40
Pete Postlethwaite,ACTOR IN A SUPPORTING ROLE,In the Name of the Father,False,1994,Male,White,Straight,Na,40
Angela Bassett,ACTRESS,What's Love Got to Do with It,False,1994,Female,Black,Straight,Na,30
Stockard Channing,ACTRESS,Six Degrees of Separation,False,1994,Female,White,Straight,Roman Catholic,50
Holly Hunter,ACTRESS,The Piano,True,1994,Female,White,Straight,Na,30
Emma Thompson,ACTRESS,The Remains of the Day,False,1994,Female,White,Straight,Na,30
Debra Winger,ACTRESS,Shadowlands,False,1994,Female,White,Straight,Jewish,30
Holly Hunter,ACTRESS IN A SUPPORTING ROLE,The Firm,False,1994,Female,White,Straight,Na,30
Anna Paquin,ACTRESS IN A SUPPORTING ROLE,The Piano,True,1994,Female,White,Bisexual,Na,10
Rosie Perez,ACTRESS IN A SUPPORTING ROLE,Fearless,False,1994,Female,Hispanic,Straight,Na,20
Winona Ryder,ACTRESS IN A SUPPORTING ROLE,The Age of Innocence,False,1994,Female,White,Straight,Jewish,20
Emma Thompson,ACTRESS IN A SUPPORTING ROLE,In the Name of the Father,False,1994,Female,White,Straight,Na,30
Jim Sheridan,DIRECTING,In the Name of the Father,False,1994,Male,White,Na,Na,40
Jane Campion,DIRECTING,The Piano,False,1994,Female,White,Straight,Na,30
James Ivory,DIRECTING,The Remains of the Day,False,1994,Male,White,Gay,Na,60
Steven Spielberg,DIRECTING,Schindler's List,True,1994,Male,White,Straight,Jewish,40
Robert Altman,DIRECTING,Short Cuts,False,1994,Male,White,Straight,Atheist,60
Morgan Freeman,ACTOR,The Shawshank Redemption,False,1995,Male,Black,Straight,Na,50
Tom Hanks,ACTOR,Forrest Gump,True,1995,Male,White,Straight,Born-Again Christian,30
Nigel Hawthorne,ACTOR,The Madness of King George,False,1995,Male,White,Gay,Na,60
Paul Newman,ACTOR,Nobody's Fool,False,1995,Male,White,Straight,Jewish,70
John Travolta,ACTOR,Pulp Fiction,False,1995,Male,White,Matter of Dispute,Scientology,40
Samuel L. Jackson,ACTOR IN A SUPPORTING ROLE,Pulp Fiction,False,1995,Male,Black,Straight,Na,40
Martin Landau,ACTOR IN A SUPPORTING ROLE,Ed Wood,True,1995,Male,White,Straight,Jewish,60
Chazz Palminteri,ACTOR IN A SUPPORTING ROLE,Bullets over Broadway,False,1995,Male,White,Straight,Na,40
Paul Scofield,ACTOR IN A SUPPORTING ROLE,Quiz Show,False,1995,Male,White,Straight,Na,70
Gary Sinise,ACTOR IN A SUPPORTING ROLE,Forrest Gump,False,1995,Male,White,Straight,Roman Catholic,30
Jodie Foster,ACTRESS,Nell,False,1995,Female,White,Lesbian,Atheist,30
Jessica Lange,ACTRESS,Blue Sky,True,1995,Female,White,Straight,Na,40
Miranda Richardson,ACTRESS,Tom & Viv,False,1995,Female,White,Na,Na,30
Winona Ryder,ACTRESS,Little Women,False,1995,Female,White,Straight,Jewish,20
Susan Sarandon,ACTRESS,The Client,False,1995,Female,White,Straight,Roman Catholic,40
Rosemary Harris,ACTRESS IN A SUPPORTING ROLE,Tom & Viv,False,1995,Female,White,Straight,Na,60
Helen Mirren,ACTRESS IN A SUPPORTING ROLE,The Madness of King George,False,1995,Female,White,Straight,Na,40
Uma Thurman,ACTRESS IN A SUPPORTING ROLE,Pulp Fiction,False,1995,Female,White,Straight,Buddhist,20
Jennifer Tilly,ACTRESS IN A SUPPORTING ROLE,Bullets over Broadway,False,1995,Female,Multiracial,Straight,Na,30
Dianne Wiest,ACTRESS IN A SUPPORTING ROLE,Bullets over Broadway,True,1995,Female,White,Straight,Na,40
Woody Allen,DIRECTING,Bullets over Broadway,False,1995,Male,White,Straight,Agnostic,50
Robert Zemeckis,DIRECTING,Forrest Gump,True,1995,Male,White,Straight,Roman Catholic,40
Quentin Tarantino,DIRECTING,Pulp Fiction,False,1995,Male,White,Straight,Na,30
Robert Redford,DIRECTING,Quiz Show,False,1995,Male,White,Straight,Na,50
Krzysztof Kieslowski,DIRECTING,Red,False,1995,Male,White,Straight,Roman Catholic,50
Nicolas Cage,ACTOR,Leaving Las Vegas,True,1996,Male,White,Straight,Roman Catholic,30
Richard Dreyfuss,ACTOR,Mr. Holland's Opus,False,1996,Male,White,Straight,Jewish,40
Anthony Hopkins,ACTOR,Nixon,False,1996,Male,White,Straight,Na,50
Sean Penn,ACTOR,Dead Man Walking,False,1996,Male,White,Straight,Roman Catholic,30
Massimo Troisi,ACTOR,The Postman (Il Postino),False,1996,Male,White,Na,Na,40
James Cromwell,ACTOR IN A SUPPORTING ROLE,Babe,False,1996,Male,White,Straight,Na,50
Ed Harris,ACTOR IN A SUPPORTING ROLE,Apollo 13,False,1996,Male,White,Straight,Presbyterian,40
Brad Pitt,ACTOR IN A SUPPORTING ROLE,12 Monkeys,False,1996,Male,White,Straight,Agnostic,30
Tim Roth,ACTOR IN A SUPPORTING ROLE,Rob Roy,False,1996,Male,White,Straight,Na,30
Kevin Spacey,ACTOR IN A SUPPORTING ROLE,The Usual Suspects,True,1996,Male,White,Matter of Dispute,Na,30
Susan Sarandon,ACTRESS,Dead Man Walking,True,1996,Female,White,Straight,Roman Catholic,40
Elisabeth Shue,ACTRESS,Leaving Las Vegas,False,1996,Female,White,Straight,Na,30
Sharon Stone,ACTRESS,Casino,False,1996,Female,White,Straight,Na,30
Meryl Streep,ACTRESS,The Bridges of Madison County,False,1996,Female,White,Straight,Na,40
Emma Thompson,ACTRESS,Sense and Sensibility,False,1996,Female,White,Straight,Na,30
Joan Allen,ACTRESS IN A SUPPORTING ROLE,Nixon,False,1996,Female,White,Straight,Na,30
Kathleen Quinlan,ACTRESS IN A SUPPORTING ROLE,Apollo 13,False,1996,Female,White,Straight,Na,40
Mira Sorvino,ACTRESS IN A SUPPORTING ROLE,Mighty Aphrodite,True,1996,Female,White,Straight,Atheist,20
Mare Winningham,ACTRESS IN A SUPPORTING ROLE,Georgia,False,1996,Female,White,Straight,Jewish,30
Kate Winslet,ACTRESS IN A SUPPORTING ROLE,Sense and Sensibility,False,1996,Female,White,Straight,Na,20
Chris Noonan,DIRECTING,Babe,False,1996,Male,White,Straight,Na,40
Mel Gibson,DIRECTING,Braveheart,True,1996,Male,White,Straight,Roman Catholic,40
Tim Robbins,DIRECTING,Dead Man Walking,False,1996,Male,White,Straight,Roman Catholic,30
Mike Figgis,DIRECTING,Leaving Las Vegas,False,1996,Male,White,Straight,Na,40
Michael Radford,DIRECTING,The Postman (Il Postino),False,1996,Male,White,Straight,Na,50
Tom Cruise,ACTOR,Jerry Maguire,False,1997,Male,White,Matter of Dispute,Scientology,30
Ralph Fiennes,ACTOR,The English Patient,False,1997,Male,White,Straight,Na,30
Woody Harrelson,ACTOR,The People vs. Larry Flynt,False,1997,Male,White,Straight,Na,30
Geoffrey Rush,ACTOR,Shine,True,1997,Male,White,Straight,Na,40
Billy Bob Thornton,ACTOR,Sling Blade,False,1997,Male,White,Straight,Na,40
"Cuba Gooding, Jr.",ACTOR IN A SUPPORTING ROLE,Jerry Maguire,True,1997,Male,Black,Straight,Na,20
William H. Macy,ACTOR IN A SUPPORTING ROLE,Fargo,False,1997,Male,White,Straight,Lutheran,40
Armin Mueller-Stahl,ACTOR IN A SUPPORTING ROLE,Shine,False,1997,Male,White,Straight,Na,60
Edward Norton,ACTOR IN A SUPPORTING ROLE,Primal Fear,False,1997,Male,White,Straight,Anglican/Episcopalian,20
James Woods,ACTOR IN A SUPPORTING ROLE,Ghosts of Mississippi,False,1997,Male,White,Straight,Roman Catholic,40
Brenda Blethyn,ACTRESS,Secrets & Lies,False,1997,Female,White,Straight,Roman Catholic,50
Diane Keaton,ACTRESS,Marvin's Room,False,1997,Female,White,Straight,Atheist,50
Frances McDormand,ACTRESS,Fargo,True,1997,Female,White,Straight,Disciples of Christ,30
Kristin Scott Thomas,ACTRESS,The English Patient,False,1997,Female,White,Straight,Na,30
Emily Watson,ACTRESS,Breaking the Waves,False,1997,Female,White,Straight,Na,30
Joan Allen,ACTRESS IN A SUPPORTING ROLE,The Crucible,False,1997,Female,White,Straight,Na,40
Lauren Bacall,ACTRESS IN A SUPPORTING ROLE,The Mirror Has Two Faces,False,1997,Female,White,Straight,Jewish,70
Juliette Binoche,ACTRESS IN A SUPPORTING ROLE,The English Patient,True,1997,Female,White,Straight,Na,30
Barbara Hershey,ACTRESS IN A SUPPORTING ROLE,The Portrait of a Lady,False,1997,Female,White,Straight,Na,40
Marianne Jean-Baptiste,ACTRESS IN A SUPPORTING ROLE,Secrets & Lies,False,1997,Female,Black,Straight,Na,20
Anthony Minghella,DIRECTING,The English Patient,True,1997,Male,White,Straight,Na,40
Joel Coen,DIRECTING,Fargo,False,1997,Male,White,Straight,Jewish,40
Milos Forman,DIRECTING,The People vs. Larry Flynt,False,1997,Male,White,Straight,Na,60
Mike Leigh,DIRECTING,Secrets & Lies,False,1997,Male,White,Straight,Jewish,50
Scott Hicks,DIRECTING,Shine,False,1997,Male,White,Straight,Na,40
Matt Damon,ACTOR,Good Will Hunting,False,1998,Male,White,Straight,Na,20
Robert Duvall,ACTOR,The Apostle,False,1998,Male,White,Straight,Na,60
Peter Fonda,ACTOR,Ulee's Gold,False,1998,Male,White,Straight,Na,50
Dustin Hoffman,ACTOR,Wag the Dog,False,1998,Male,White,Straight,Jewish,60
Jack Nicholson,ACTOR,As Good as It Gets,True,1998,Male,White,Straight,Atheist,60
Robert Forster,ACTOR IN A SUPPORTING ROLE,Jackie Brown,False,1998,Male,White,Straight,Na,50
Anthony Hopkins,ACTOR IN A SUPPORTING ROLE,Amistad,False,1998,Male,White,Straight,Na,60
Greg Kinnear,ACTOR IN A SUPPORTING ROLE,As Good as It Gets,False,1998,Male,White,Straight,Na,30
Burt Reynolds,ACTOR IN A SUPPORTING ROLE,Boogie Nights,False,1998,Male,White,Straight,Na,60
Robin Williams,ACTOR IN A SUPPORTING ROLE,Good Will Hunting,True,1998,Male,White,Straight,Anglican/Episcopalian,40
Helena Bonham Carter,ACTRESS,The Wings of the Dove,False,1998,Female,White,Straight,Na,30
Julie Christie,ACTRESS,Afterglow,False,1998,Female,White,Straight,Na,50
Judi Dench,ACTRESS,Mrs. Brown,False,1998,Female,White,Straight,Quaker,60
Helen Hunt,ACTRESS,As Good as It Gets,True,1998,Female,White,Straight,Na,30
Kate Winslet,ACTRESS,Titanic,False,1998,Female,White,Straight,Na,20
Kim Basinger,ACTRESS IN A SUPPORTING ROLE,L.A. Confidential,True,1998,Female,White,Straight,Na,40
Joan Cusack,ACTRESS IN A SUPPORTING ROLE,In & Out,False,1998,Female,White,Straight,Na,30
Minnie Driver,ACTRESS IN A SUPPORTING ROLE,Good Will Hunting,False,1998,Female,White,Straight,Na,20
Julianne Moore,ACTRESS IN A SUPPORTING ROLE,Boogie Nights,False,1998,Female,White,Straight,Na,30
Gloria Stuart,ACTRESS IN A SUPPORTING ROLE,Titanic,False,1998,Female,White,Straight,Na,80
Peter Cattaneo,DIRECTING,The Full Monty,False,1998,Male,White,Na,Na,30
Gus Van Sant,DIRECTING,Good Will Hunting,False,1998,Male,White,Gay,Na,40
Curtis Hanson,DIRECTING,L.A. Confidential,False,1998,Male,White,Straight,Na,50
Atom Egoyan,DIRECTING,The Sweet Hereafter,False,1998,Male,Na,Straight,Na,30
James Cameron,DIRECTING,Titanic,True,1998,Male,White,Straight,Atheist,40
Roberto Benigni,ACTOR,Life Is Beautiful,True,1999,Male,White,Straight,Na,40
Tom Hanks,ACTOR,Saving Private Ryan,False,1999,Male,White,Straight,Born-Again Christian,40
